Activities,,,,,,,,,,,,,,
Start,,,,,,,,,,,,,,
Project ID,CTO.PG.Workpack Number,Project Name,Activity ID,Activity Name,BL Project Start,BL Project Finish,Original Duration,Start,Finish,Remaining Duration,At Completion Duration,Physical % Complete,Total Float,CTO.PG.PPC Planner
    W529LT,W529,TOR DPCS Defueling Support,W529.1130,TOR Plant Control Systems & Simulators (PCS&S) Group - 2029,02-Jan-29,31-Dec-29,253,02-Jan-29,31-Dec-29,253,253,0%,762,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.1465,TOR Argus Support Contract - Q1 2029,02-Jan-29,29-Mar-29,63,02-Jan-29*,29-Mar-29,63,63,0%,762,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.1505,TOR Thales Long Term Support Contract - Q1 2029,02-Jan-29,29-Mar-29,63,02-Jan-29*,29-Mar-29,63,63,0%,762,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.4760,TOR 2029 LSR - Pre-export Data Validation Produced and Completed,02-Jan-29,22-Feb-29,38,02-Jan-29*,22-Feb-29,38,38,0%,906,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.4760,HYB 2029 LSR - Pre-export Data Validation Produced and Completed,02-Jan-29,22-Feb-29,38,02-Jan-29*,22-Feb-29,38,38,0%,906,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.1505,HYB Thales Long Term Support Contract - Q1 2029,02-Jan-29,29-Mar-29,63,02-Jan-29*,29-Mar-29,63,63,0%,762,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.1465,HYB Argus Support Contract - Q1 2029,02-Jan-29,29-Mar-29,63,02-Jan-29*,29-Mar-29,63,63,0%,762,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.1130,HYB Plant Control Systems & Simulators (PCS&S) Group - 2029,02-Jan-29,10-Dec-29,253,02-Jan-29,31-Dec-29,253,253,0%,762,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.1120,HYB PES Group Support - 2029,02-Jan-29,31-Dec-29,253,02-Jan-29,31-Dec-29,253,253,0%,762,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.3090,HYB DPCS Long Term Support Contract 2029,02-Jan-29,31-Dec-29,253,02-Jan-29*,31-Dec-29,253,253,0%,762,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.3080,HYB 2029 Defueling Software Build,02-Jan-29,27-Nov-29,253,02-Jan-29*,31-Dec-29,253,253,0%,762,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.10040,HYB 2029 External Costs,02-Jan-29,31-Dec-29,253,02-Jan-29,31-Dec-29,253,253,0%,762,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.10040,TOR 2029 External Costs,02-Jan-29,31-Dec-29,253,02-Jan-29,31-Dec-29,253,253,0%,762,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.10200,TPM and JCRB Meeting Held 2029,02-Jan-29,31-Dec-29,253,02-Jan-29,31-Dec-29,253,253,0%,0,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26050,DNB PES Group Support - 2029,02-Jan-29,31-Dec-29,253,02-Jan-29*,31-Dec-29,253,253,0%,506,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26060,Plant Control Systems & Simulators (PCS&S) Group - 2029,02-Jan-29,25-Jun-29,253,02-Jan-29,31-Dec-29,253,253,0%,506,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26360,Worldgrid System Engineering Support (SQEP) Q1 2029,02-Jan-29,27-Mar-29,61,02-Jan-29*,27-Mar-29,61,61,0%,506,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26380,Worldgrid Software Modification Support (LAMPS) - Q1 2029,02-Jan-29,27-Mar-29,61,02-Jan-29*,27-Mar-29,61,61,0%,506,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26420,Worldgrid Long Term Support Contract Q1 2029,02-Jan-29,27-Mar-29,61,02-Jan-29*,27-Mar-29,61,61,0%,506,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26470,Thales POLARIS & AIC Support Contract Q1 2029,02-Jan-29,27-Mar-29,61,02-Jan-29*,27-Mar-29,61,61,0%,506,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26530,Cost Engineer Support 2029,02-Jan-29,31-Dec-29,253,02-Jan-29*,31-Dec-29,253,253,0%,506,OGAH Alima
    ER7581LT,W195,HRA DPCS Defueling Support,W195.26100,ETC 2029,02-Jan-29,31-Dec-29,253,02-Jan-29,31-Dec-29,253,253,0%,0,OGAH Alima
    ER7581LT,W195,HRA DPCS Defueling Support,W194.1020,HRA PES Group Support - 2029,02-Jan-29,31-Dec-29,253,02-Jan-29*,31-Dec-29,253,253,0%,253,OGAH Alima
    ER7581LT,W195,HRA DPCS Defueling Support,W194.1030,Plant Control Systems & Simulators (PCS&S) Group - 2029,02-Jan-29,31-Dec-29,253,02-Jan-29*,31-Dec-29,253,253,0%,0,OGAH Alima
    ER7582LT,W196,HYA DPCS Defueling Support,W196.2120,ETC 2029,02-Jan-29,31-Dec-29,253,02-Jan-29,31-Dec-29,253,253,0%,0,OGAH Alima
    ER7582LT,W196,HYA DPCS Defueling Support,W194.1020,Plant Control Systems & Simulators (PCS&S) Group - 2029,02-Jan-29,31-Dec-29,253,02-Jan-29,31-Dec-29,253,253,0%,0,OGAH Alima
    ER7582LT,W196,HYA DPCS Defueling Support,W194.1030,HYA PES Group Support - 2029,02-Jan-29,31-Dec-29,253,02-Jan-29,31-Dec-29,253,253,0%,0,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.1160,ETC 2029,02-Jan-29,31-Dec-29,253,02-Jan-29,31-Dec-29,253,253,0%,0,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,50,ETC 2029,02-Jan-29,31-Dec-29,253,02-Jan-29*,31-Dec-29,253,253,0%,762,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W195.1040,TPM and JCRB Meetings Held - 2029,02-Jan-29,31-Dec-29,253,02-Jan-29,31-Dec-29,253,253,0%,0,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.1230,ETC 2029,,,253,02-Jan-29,31-Dec-29,253,253,0%,0,OGAH Alima
 Subtotal,,,,,02-Jan-29,31-Dec-29,253,02-Jan-29,31-Dec-29,253,253,,762,OGAH Alima
 01-Feb-29,,,,,,,,,,,,,,
    W529LT,W529,TOR DPCS Defueling Support,W529.4750,TOR 2029 LSR - Data Export Produced and Issued,23-Feb-29,22-Mar-29,20,23-Feb-29,22-Mar-29,20,20,0%,906,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.4750,HYB 2029 LSR - Data Export Produced and Issued,23-Feb-29,22-Mar-29,20,23-Feb-29,22-Mar-29,20,20,0%,906,OGAH Alima
 Subtotal,,,,,23-Feb-29,22-Mar-29,20,23-Feb-29,22-Mar-29,20,20,,906,OGAH Alima
 01-Mar-29,,,,,,,,,,,,,,
    W529LT,W529,TOR DPCS Defueling Support,W529.4740,TOR 2029 LSR - Recommendations Produced and Issued,23-Mar-29,09-Apr-29,10,23-Mar-29,09-Apr-29,10,10,0%,906,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.4740,HYB 2029 LSR - Recommendations Produced and Issued,23-Mar-29,09-Apr-29,10,23-Mar-29,09-Apr-29,10,10,0%,906,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26370,Worldgrid Software Modification Support (LAMPS) - Q2 2029,28-Mar-29,28-Jun-29,63,28-Mar-29,28-Jun-29,63,63,0%,506,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26440,Worldgrid System Engineering Support (SQEP) Q2 2029,28-Mar-29,28-Jun-29,63,28-Mar-29*,28-Jun-29,63,63,0%,506,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26460,Worldgrid Long Term Support Contract Q2 2029,28-Mar-29,28-Jun-29,63,28-Mar-29,28-Jun-29,63,63,0%,506,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26500,Thales POLARIS & AIC Support Contract Q2 2029,28-Mar-29,28-Jun-29,63,28-Mar-29,28-Jun-29,63,63,0%,506,OGAH Alima
 Subtotal,,,,,23-Mar-29,28-Jun-29,66,23-Mar-29,28-Jun-29,66,66,,850,OGAH Alima
 01-Apr-29,,,,,,,,,,,,,,
    W529LT,W529,TOR DPCS Defueling Support,W529.1475,TOR Argus Support Contract - Q2 2029,03-Apr-29,29-Jun-29,62,03-Apr-29,29-Jun-29,62,62,0%,762,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.1515,TOR Thales Long Term Support Contract - Q2 2029,03-Apr-29,29-Jun-29,62,03-Apr-29,29-Jun-29,62,62,0%,762,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.1515,HYB Thales Long Term Support Contract - Q2 2029,03-Apr-29,29-Jun-29,62,03-Apr-29,29-Jun-29,62,62,0%,762,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.1475,HYB Argus Support Contract - Q2 2029,03-Apr-29,29-Jun-29,62,03-Apr-29,29-Jun-29,62,62,0%,762,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.4730,TOR 2029 LSR - Recommendation Sentencing Workshop Preparation and Event,10-Apr-29,23-Apr-29,10,10-Apr-29,23-Apr-29,10,10,0%,906,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.4730,HYB 2029 LSR - Recommendation Sentencing Workshop Preparation and Event,10-Apr-29,23-Apr-29,10,10-Apr-29,23-Apr-29,10,10,0%,906,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.4720,TOR 2029 LSR - Draft Report Produced and Issued for EDF Review,24-Apr-29,09-May-29,11,24-Apr-29,09-May-29,11,11,0%,906,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.4720,HYB 2029 LSR - Draft Report Produced and Issued for EDF Review,24-Apr-29,09-May-29,11,24-Apr-29,09-May-29,11,11,0%,906,OGAH Alima
 Subtotal,,,,,03-Apr-29,29-Jun-29,62,03-Apr-29,29-Jun-29,62,62,,870,OGAH Alima
 01-May-29,,,,,,,,,,,,,,
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26540,Asset Guardian Licences and Support 2029,01-May-29,01-May-29,1,01-May-29*,01-May-29,1,1,0%,675,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.4710,TOR 2029 LSR - EDF Review Comments Produced and Provided,10-May-29,24-May-29,11,10-May-29,24-May-29,11,11,0%,906,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.4710,HYB 2029 LSR - EDF Review Comments Produced and Provided,10-May-29,24-May-29,11,10-May-29,24-May-29,11,11,0%,906,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.4700,TOR 2029 LSR - Final Report Produced and Issued,25-May-29,07-Jun-29,9,25-May-29,07-Jun-29,9,9,0%,906,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.4700,HYB 2029 LSR - Final Report Produced and Issued,25-May-29,07-Jun-29,9,25-May-29,07-Jun-29,9,9,0%,906,OGAH Alima
 Subtotal,,,,,01-May-29,07-Jun-29,26,01-May-29,07-Jun-29,26,26,,906,OGAH Alima
 01-Jun-29,,,,,,,,,,,,,,
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26410,Worldgrid Long Term Support Contract Q3 2027,29-Jun-29,28-Sep-29,65,29-Jun-29,28-Sep-29,65,65,0%,506,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26430,Worldgrid System Engineering Support (SQEP) Q3 2028,29-Jun-29,28-Sep-29,65,29-Jun-29*,28-Sep-29,65,65,0%,506,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26490,Thales POLARIS & AIC Support Contract Q3 2029,29-Jun-29,28-Sep-29,65,29-Jun-29,28-Sep-29,65,65,0%,506,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26510,Worldgrid Software Modification Support (LAMPS) - Q3 2029,29-Jun-29,28-Sep-29,65,29-Jun-29,28-Sep-29,65,65,0%,506,OGAH Alima
 Subtotal,W527,,,,29-Jun-29,28-Sep-29,65,29-Jun-29,28-Sep-29,65,65,,506,OGAH Alima
 01-Jul-29,,,,,,,,,,,,,,
    W529LT,W529,TOR DPCS Defueling Support,W529.1485,TOR Argus Support Contract - Q3 2029,02-Jul-29,28-Sep-29,64,02-Jul-29,28-Sep-29,64,64,0%,762,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.1525,TOR Thales Long Term Support Contract - Q3 2029,02-Jul-29,28-Sep-29,64,02-Jul-29,28-Sep-29,64,64,0%,762,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.1525,HYB Thales Long Term Support Contract - Q3 2029,02-Jul-29,28-Sep-29,64,02-Jul-29,28-Sep-29,64,64,0%,762,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.1485,HYB Argus Support Contract - Q3 2029,02-Jul-29,28-Sep-29,64,02-Jul-29,28-Sep-29,64,64,0%,762,OGAH Alima
 Subtotal,,,,,02-Jul-29,28-Sep-29,64,02-Jul-29,28-Sep-29,64,64,,762,OGAH Alima
 01-Oct-29,,,,,,,,,,,,,,
    W529LT,W529,TOR DPCS Defueling Support,W529.1495,TOR Argus Support Contract - Q4 2029,01-Oct-29,31-Dec-29,64,01-Oct-29,31-Dec-29,64,64,0%,762,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.1535,TOR Thales Long Term Support Contract - Q4 2029,01-Oct-29,31-Dec-29,64,01-Oct-29,31-Dec-29,64,64,0%,762,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.1535,HYB Thales Long Term Support Contract - Q4 2029,01-Oct-29,31-Dec-29,64,01-Oct-29,31-Dec-29,64,64,0%,762,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.1495,HYB Argus Support Contract - Q4 2029,01-Oct-29,31-Dec-29,64,01-Oct-29,31-Dec-29,64,64,0%,762,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26350,Worldgrid System Engineering Support (SQEP) Q4 2029,01-Oct-29,31-Dec-29,64,01-Oct-29*,31-Dec-29,64,64,0%,506,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26450,Worldgrid Long Term Support Contract Q4 2029,01-Oct-29,31-Dec-29,64,01-Oct-29,31-Dec-29,64,64,0%,506,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26480,Thales POLARIS & AIC Support Contract Q4 2029,01-Oct-29,31-Dec-29,64,01-Oct-29,31-Dec-29,64,64,0%,506,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26520,Worldgrid Software Modification Support (LAMPS) - Q4 2029,01-Oct-29,31-Dec-29,64,01-Oct-29,31-Dec-29,64,64,0%,506,OGAH Alima
 Subtotal,,,,,01-Oct-29,31-Dec-29,64,01-Oct-29,31-Dec-29,64,64,,762,OGAH Alima
 01-Jan-30,,,,,,,,,,,,,,
    W529LT,W529,TOR DPCS Defueling Support,W529.3100,TOR 2030 Defueling Software Build,02-Jan-30,27-Nov-30,231,02-Jan-30*,27-Nov-30,231,231,0%,509,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.3110,TOR DPCS Long Term Support Contract 2030,02-Jan-30,31-Dec-30,253,02-Jan-30,31-Dec-30,253,253,0%,509,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.1140,TOR PES Group Support - 2030,02-Jan-30,31-Dec-30,253,02-Jan-30,31-Dec-30,253,253,0%,509,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.1150,TOR Plant Control Systems & Simulators (PCS&S) Group - 2030,02-Jan-30,31-Dec-30,253,02-Jan-30,31-Dec-30,253,253,0%,509,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.1545,TOR Thales Long Term Support Contract - Q1 2030,02-Jan-30,29-Mar-30,63,02-Jan-30*,29-Mar-30,63,63,0%,509,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.4830,TOR 2030 LSR - Pre-export Data Validation Produced and Completed,02-Jan-30,22-Feb-30,38,02-Jan-30*,22-Feb-30,38,38,0%,653,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.4830,HYB 2030 LSR - Pre-export Data Validation Produced and Completed,02-Jan-30,22-Feb-30,38,02-Jan-30*,22-Feb-30,38,38,0%,653,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.1545,HYB Thales Long Term Support Contract - Q1 2030,02-Jan-30,29-Mar-30,63,02-Jan-30*,29-Mar-30,63,63,0%,509,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.1150,HYB Plant Control Systems & Simulators (PCS&S) Group - 2030,02-Jan-30,10-Dec-30,240,02-Jan-30,10-Dec-30,240,240,0%,509,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.1140,HYB PES Group Support - 2030,02-Jan-30,31-Dec-30,253,02-Jan-30,31-Dec-30,253,253,0%,509,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.3110,HYB DPCS Long Term Support Contract 2030,02-Jan-30,31-Dec-30,253,02-Jan-30*,31-Dec-30,253,253,0%,509,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.3100,HYB 2030 Defueling Software Build,02-Jan-30,27-Nov-30,231,02-Jan-30,27-Nov-30,231,231,0%,509,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.10050,HYB 2030 External Costs,02-Jan-30,31-Dec-30,253,02-Jan-30,31-Dec-30,253,253,0%,509,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.10050,TOR 2030 External Costs,02-Jan-30,31-Dec-30,253,02-Jan-30,31-Dec-30,253,253,0%,509,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.10210,TPM and JCRB Meeting Held 2030,02-Jan-30,31-Dec-30,253,02-Jan-30,31-Dec-30,253,253,0%,0,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26630,DNB PES Group Support - 2030,02-Jan-30,31-Dec-30,253,02-Jan-30*,31-Dec-30,253,253,0%,0,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26640,Plant Control Systems & Simulators (PCS&S) Group - 2030,02-Jan-30,02-May-30,253,02-Jan-30,31-Dec-30,253,253,0%,0,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26660,Worldgrid System Engineering Support (SQEP) Q1 2030,02-Jan-30,27-Mar-30,61,02-Jan-30,27-Mar-30,61,61,0%,0,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26680,Worldgrid Software Modification Support (LAMPS) - Q1 2030,02-Jan-30,27-Mar-30,61,02-Jan-30,27-Mar-30,61,61,0%,0,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26700,Worldgrid Long Term Support Contract Q1 2030,02-Jan-30,27-Mar-30,61,02-Jan-30,27-Mar-30,61,61,0%,0,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26750,Thales POLARIS & AIC Support Contract Q1 2030,02-Jan-30,27-Mar-30,61,02-Jan-30,27-Mar-30,61,61,0%,0,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26810,Cost Engineer Support 2030,02-Jan-30,31-Dec-30,253,02-Jan-30,31-Dec-30,253,253,0%,0,OGAH Alima
    ER7581LT,W195,HRA DPCS Defueling Support,W195.26110,ETC 2030,02-Jan-30,31-Dec-30,253,02-Jan-30,31-Dec-30,253,253,0%,0,OGAH Alima
    ER7581LT,W195,HRA DPCS Defueling Support,W194.1040,HRA PES Group Support - 2030,02-Jan-30,31-Dec-30,253,02-Jan-30,31-Dec-30,253,253,0%,0,OGAH Alima
    ER7581LT,W195,HRA DPCS Defueling Support,W194.1050,Plant Control Systems & Simulators (PCS&S) Group - 2030,02-Jan-30,31-Dec-30,253,02-Jan-30,31-Dec-30,253,253,0%,0,OGAH Alima
    ER7582LT,W196,HYA DPCS Defueling Support,W196.2350,ETC 2030,02-Jan-30,31-Dec-30,253,02-Jan-30,31-Dec-30,253,253,0%,0,OGAH Alima
    ER7582LT,W196,HYA DPCS Defueling Support,W194.1040,Plant Control Systems & Simulators (PCS&S) Group - 2030,02-Jan-30,31-Dec-30,253,02-Jan-30,31-Dec-30,253,253,0%,0,OGAH Alima
    ER7582LT,W196,HYA DPCS Defueling Support,W194.1050,HYA PES Group Support - 2030,02-Jan-30,31-Dec-30,253,02-Jan-30,31-Dec-30,253,253,0%,0,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.1250,ETC 2030,02-Jan-30,31-Dec-30,253,02-Jan-30,31-Dec-30,253,253,0%,0,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,60,ETC 2030,02-Jan-30,31-Dec-30,253,02-Jan-30*,31-Dec-30,253,253,0%,509,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W195.1050,TPM and JCRB Meetings Held - 2030,02-Jan-30,31-Dec-30,253,02-Jan-30,31-Dec-30,253,253,0%,0,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.1240,ETC 2030,,,253,02-Jan-30,31-Dec-30,253,253,0%,0,OGAH Alima
 Subtotal,,,,,02-Jan-30,31-Dec-30,253,02-Jan-30,31-Dec-30,253,253,,509,OGAH Alima
 01-Feb-30,,,,,,,,,,,,,,
    W529LT,W529,TOR DPCS Defueling Support,W529.4820,TOR 2030 LSR - Data Export Produced and Issued,25-Feb-30,22-Mar-30,20,25-Feb-30,22-Mar-30,20,20,0%,653,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.4820,HYB 2030 LSR - Data Export Produced and Issued,25-Feb-30,22-Mar-30,20,25-Feb-30,22-Mar-30,20,20,0%,653,OGAH Alima
 Subtotal,,,,,25-Feb-30,22-Mar-30,20,25-Feb-30,22-Mar-30,20,20,,653,OGAH Alima
 01-Mar-30,,,,,,,,,,,,,,
    W529LT,W529,TOR DPCS Defueling Support,W529.4810,TOR 2030 LSR - Recommendations Produced and Issued,25-Mar-30,05-Apr-30,10,25-Mar-30,05-Apr-30,10,10,0%,653,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.4810,HYB 2030 LSR - Recommendations Produced and Issued,25-Mar-30,05-Apr-30,10,25-Mar-30,05-Apr-30,10,10,0%,653,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26670,Worldgrid Software Modification Support (LAMPS) - Q2 2030,28-Mar-30,28-Jun-30,63,28-Mar-30,28-Jun-30,63,63,0%,253,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26720,Worldgrid System Engineering Support (SQEP) Q2 2030,28-Mar-30,28-Jun-30,63,28-Mar-30*,28-Jun-30,63,63,0%,253,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26740,Worldgrid Long Term Support Contract Q2 2030,28-Mar-30,28-Jun-30,63,28-Mar-30,28-Jun-30,63,63,0%,253,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26780,Thales POLARIS & AIC Support Contract Q2 2030,28-Mar-30,28-Jun-30,63,28-Mar-30,28-Jun-30,63,63,0%,253,OGAH Alima
 Subtotal,,,,,25-Mar-30,28-Jun-30,66,25-Mar-30,28-Jun-30,66,66,,597,OGAH Alima
 01-Apr-30,,,,,,,,,,,,,,
    W529LT,W529,TOR DPCS Defueling Support,W529.1555,TOR Thales Long Term Support Contract - Q2 2030,01-Apr-30,28-Jun-30,61,01-Apr-30,28-Jun-30,61,61,0%,509,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.1555,HYB Thales Long Term Support Contract - Q2 2030,01-Apr-30,28-Jun-30,61,01-Apr-30,28-Jun-30,61,61,0%,509,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.4800,TOR 2030 LSR - Recommendation Sentencing Workshop Preparation and Event,08-Apr-30,23-Apr-30,10,08-Apr-30,23-Apr-30,10,10,0%,653,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.4800,HYB 2030 LSR - Recommendation Sentencing Workshop Preparation and Event,08-Apr-30,23-Apr-30,10,08-Apr-30,23-Apr-30,10,10,0%,653,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.4790,TOR 2030 LSR - Draft Report Produced and Issued for EDF Review,24-Apr-30,09-May-30,11,24-Apr-30,09-May-30,11,11,0%,653,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.4790,HYB 2030 LSR - Draft Report Produced and Issued for EDF Review,24-Apr-30,09-May-30,11,24-Apr-30,09-May-30,11,11,0%,653,OGAH Alima
 Subtotal,,,,,01-Apr-30,28-Jun-30,61,01-Apr-30,28-Jun-30,61,61,,618,OGAH Alima
 01-May-30,,,,,,,,,,,,,,
    W529LT,W529,TOR DPCS Defueling Support,W529.4780,TOR 2030 LSR - EDF Review Comments Produced and Provided,10-May-30,24-May-30,11,10-May-30,24-May-30,11,11,0%,653,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.4780,HYB 2030 LSR - EDF Review Comments Produced and Provided,10-May-30,24-May-30,11,10-May-30,24-May-30,11,11,0%,653,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.4770,TOR 2030 LSR - Final Report Produced and Issued,28-May-30,07-Jun-30,9,28-May-30,07-Jun-30,9,9,0%,653,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.4770,HYB 2030 LSR - Final Report Produced and Issued,28-May-30,07-Jun-30,9,28-May-30,07-Jun-30,9,9,0%,653,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26820,Asset Guardian Licences and Support 2030,28-May-30,28-May-30,1,28-May-30*,28-May-30,1,1,0%,405,OGAH Alima
 Subtotal,,,,,10-May-30,07-Jun-30,20,10-May-30,07-Jun-30,20,20,,653,OGAH Alima
 01-Jul-30,,,,,,,,,,,,,,
    W529LT,W529,TOR DPCS Defueling Support,W529.1565,TOR Thales Long Term Support Contract - Q3 2030,01-Jul-30,30-Sep-30,65,01-Jul-30,30-Sep-30,65,65,0%,509,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.1565,HYB Thales Long Term Support Contract - Q3 2030,01-Jul-30,30-Sep-30,65,01-Jul-30,30-Sep-30,65,65,0%,509,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26690,Worldgrid Long Term Support Contract Q3 2030,01-Jul-30,30-Sep-30,65,01-Jul-30,30-Sep-30,65,65,0%,253,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26710,Worldgrid System Engineering Support (SQEP) Q3 2030,01-Jul-30,30-Sep-30,65,01-Jul-30*,30-Sep-30,65,65,0%,253,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26770,Thales POLARIS & AIC Support Contract Q3 2030,01-Jul-30,30-Sep-30,65,01-Jul-30,30-Sep-30,65,65,0%,253,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.26790,Worldgrid Software Modification Support (LAMPS) - Q3 2030,01-Jul-30,30-Sep-30,65,01-Jul-30,30-Sep-30,65,65,0%,253,OGAH Alima
 Subtotal,,,,,01-Jul-30,30-Sep-30,65,01-Jul-30,30-Sep-30,65,65,,509,OGAH Alima
